UNIT UP,NOMOR GARDU,NAMA GARDU,ALAMAT,LATITUDE,LONGITUDE,KAPASITAS TRAFO (kVA),FEEDER,Pemakaian (%),I rata-rata (A),Unbalanced (%),Update
11222 - GEUDONG,GD112220010,SYB036-00,TUMPEUN 1,5.056042,97.191772,50,LW 01,"8,608,369,494","6,233,333,333","1,996,434,938",45806
11222 - GEUDONG,GD112220116,SYB039-00,BEUNOT 2,5.117526,97.184732,50,LW 06,"5,685,495,266","3,923,333,333","4,803,171,906",45805
11222 - GEUDONG,GD112220117,SYB040-00,BLANG RIMUENG 1,5.120572,97.188786,50,LW 06,"661,414,008","4,706,666,667","1,690,273,843",45804
11222 - GEUDONG,GD112220011,SYB041-00,CUT NEUHEN,5.052294,97.191671,50,LW 01,"8,445,364,268",61,"1,420,765,027",45806
11222 - GEUDONG,GD112220119,SYB045-00,PUNTI,5.12465,97.18081,50,LW 06,"6,684,403,608","4,756,666,667","0,934361131",45804
11222 - GEUDONG,GD112220120,SYB046-00,PUNTI SEUMATANG 1,5.131141,97.178213,50,LW 06,"3,487,249,512","2,463,333,333","1,344,158,773",45804
11222 - GEUDONG,GD112220191,SYB047-00,LANCOK 3,5.141142,97.176846,50,LW 08,"8,563,913,523","5,966,666,667","1,415,270,019",45861
11222 - GEUDONG,GD112220092,SYB048-00,GLONG BAYU,5.115633,97.189427,100,LW 06,"5,761,262,866","8,233,333,333","4,588,394,062",45830
11222 - GEUDONG,GD112220097,SYB049-00,BEURANDANG BAYU 2,5.113602,97.194972,50,LW 06,"7,951,229,417","5,566,666,667","3,313,373,253",45830
11222 - GEUDONG,GD112220004,SYB050-00,TRIENG MEUDURO,5.094877,97.190256,50,LW 01,"6,720,472,603","4,766,666,667","7,459,207,459",45806
11222 - GEUDONG,GD112220121,SYB052-00,KD. BAYU 2,5.117159,97.19148,100,LW 06,"7,846,267,138","1,093,333,333","1,382,113,821",45830
11222 - GEUDONG,GD112220064,SYB054-00,DAYAH TUHA 2,5.121655,97.191487,100,LW 06,"4,822,799,249","6,666,666,667","2,666,666,667",45861
11222 - GEUDONG,GD112220093,SYB056-00,BALEE BAYU,5.106462,97.197385,50,LW 06,"6,217,023,169","4,366,666,667","9,669,211,196",45873
11222 - GEUDONG,GD112220005,SYB057-00,GAROT BAYU,5.100247,97.186347,50,LW 01,"7,448,588,273","5,466,666,667","1,382,113,821",45806
11222 - GEUDONG,GD112220197,SYB059-00,BIE BAYU 2,5.110977,97.196356,100,LW 06,"490,625","5,233,333,333","1,486,199,575",45830
11222 - GEUDONG,GD112220194,SYB060-00,PULO U,5.078445,97.191346,50,LW 01,"5,933,274,756","4,633,333,333","1,774,580,336",45806
11222 - GEUDONG,GD112220248,SYB061-00, BEURANDANG BAYU 3,5.1162,97.196344,50,LW 06,"108,064","5,866,666,667","4,166,666,667",45830
11222 - GEUDONG,GD112220249,SYB063-00,PUNTI SEUMATANG 2,5.128741,97.180752,250,LW 06,"5,681,680,905","20,4","7,516,339,869",45806
11222 - GEUDONG,GD112220250,SYB064-00,DAYAH BAROE,5.123332,97.194481,50,LW 06,"6,355,933,643",44,"9,090,909,091",45861
11222 - GEUDONG,GD112220247,SYB065-00,RHENG BAYU,5.091314,97.191255,50,LW 01,"4,420,771,011",31,"1,290,322,581",45806
11222 - GEUDONG,GD112220228,SYB067-00,TEUMPEUN 2,5.057764,97.191753,50,LW 01,"1,597,874,605","1,133,333,333","7,450,980,392",45806
11222 - GEUDONG,GD112220251,SYB068-00,BLANG BAYU,5.118885,97.190437,50,LW 06,"5,936,084,528",84,"7,936,507,937",45861
11222 - GEUDONG,GD112220229,SYB069-00,PULO BLANG TRIENG,5.0956,97.183607,50,LW 01,"3,353,134,893","2,366,666,667","1,220,657,277",45806
11222 - GEUDONG,GD112220230,SYB070-00,BLANG AWE 2,5.101459,97.18277,50,LW 01,"4,276,664,384","3,033,333,333","2,344,322,344",45806
11222 - GEUDONG,GD112220232,SYB072-00,ALUE MAJRON 2,5.070352,97.174768,50,LW 01,"5,874,538,989","4,166,666,667","3,626,666,667",45806
11222 - GEUDONG,GD112220252,SYB073-00,BLANG RIMEUNG 2,5.120916,97.188472,100,LW 06,"5,832,242,308","8,273,333,333","2,017,190,438",45804
11222 - GEUDONG,GD112220233,SYB074-00,BLANG SEREKUY 2,5.07013,97.190646,50,LW 01,"9,216,819,697",65,"4,615,384,615",45806
,,SYB076-00,,,,,,,,,
11222 - GEUDONG,GD112220281,SYB078-00,LANCOK 4,5.140477,97.191982,50,LW 06,"5,017,004,483","3,526,666,667","183,994,959",45804
11222 - GEUDONG,GD112220291,SYB079-00,BLANG AWE 3,5.099607,97.182998,50,LW 01,"9,868,532,681",72,"1,388,888,889",45806
11222 - GEUDONG,GD112220316,SYB080-01,BLANG MAJRON 2,5.081599,97.186047,50,LW 01,"2,011,950,218","1,466,666,667","1,212,121,212",45806
11222 - GEUDONG,GD112220317,SYB081-01,LANGA BAYU 4,5.116904,97.176958,50,LW 08,"4,067,933,017","2,933,333,333","1,666,666,667",45803
11222 - GEUDONG,GD112220153,TPR001-00,PALOH,5.127517,97.249444,100,LW12,"6,682,165,413",93,"5,017,921,147",45613
11222 - GEUDONG,GD112220154,TPR002-00,KUMBANG,5.133589,97.256796,50,LW12,"7,361,985,733","5,166,666,667","111,827,957",45613
11222 - GEUDONG,GD112220155,TPR003-00,TP.GAPEUH 1,5.14231,97.27036,50,LW12,"6,872,777,604",48,"1,388,888,889",45613
11222 - GEUDONG,GD112220156,TPR004-00,MEE. MERBO 1,5.130823,97.276651,50,LW12,"4,056,324,427","28,7","2,392,566,783",45812
11222 - GEUDONG,GD112220157,TPR005-00,BLANG 1,5.125616,97.242914,100,LW12,"7,953,577,308","1,093,333,333","1,056,910,569",45613
11222 - GEUDONG,GD112220158,TPR006-00,CANGGUK 1,5.137001,97.25917,50,LW12,"3,926,289,751","2,733,333,333","406,504,065",45613
11222 - GEUDONG,GD112220159,TPR007-00,CIBREK 1,5.147947,97.276516,50,LW12,"2,218,487,654","1,533,333,333","115,942,029",45613
11222 - GEUDONG,GD112220160,TPR008-00,PANDE 1,5.134141,97.246092,100,LW12,"494,379,262",69,"5,797,101,449",45613
11222 - GEUDONG,GD112220161,TPR010-00,KD.TANAH PASIR,5.130184,97.248018,100,LW12,"6,055,826,974",85,"1,333,333,333",45613
11222 - GEUDONG,GD112220162,TPR012-00, MATANG JANENG,5.143137,97.254927,50,LW12,"4,644,513,486","3,233,333,333","8,934,707,904",45613
11222 - GEUDONG,GD112220163,TPR013-00,PRIE,5.133087,97.265159,50,LW12,"5,273,324,909","3,666,666,667","8,484,848,485",45613
11222 - GEUDONG,GD112220164,TPR014-00,CIBREK 2,5.146048,97.273221,50,LW12,"9,530,128,443","6,666,666,667","3,666,666,667",45873
11222 - GEUDONG,GD112220165,TPR015-00,CANGGUK 2,5.132452,97.252753,25,LW12,"6,003,980,919",21,"3,492,063,492",45613
11222 - GEUDONG,GD112220166,TPR016-00,PANDE 2,5.132509,97.246829,100,LW12,"374,812,908","5,233,333,333","9,341,825,902",45873
11222 - GEUDONG,GD112220167,TPR017-00,TP.GAPEUH 2,5.141744,97.266595,50,LW12,"3,800,465,882",27,"2,222,222,222",45613
11222 - GEUDONG,GD112220282,TPR018-00,MEE MERBO 2,5.127605,97.273451,50,LW12,"92,218,234","6,333,333,333","701,754,386",45613
11222 - GEUDONG,GD112220298,TPR019-00,BLANG 2,5.12766,97.242886,50,LW12,"3,722,754,536",26,"3,846,153,846",45613
11222 - GEUDONG,GD112220283,TPR021-00,CANGGUK 3,5.133131,97.253968,50,LW12,"1,397,495,572","9,666,666,667","5,057,471,264",45613
11222 - GEUDONG,GD112220290,TPR022-00,Keutapang,5.138081,97.260686,50,LW 12,"3,554,630,137","2,466,666,667","3,603,603,604",45613
11223 - LHOKSUKON,GD112230025,BKB238-00,DS. BABUSALAM-5 UNIT V RW-IV,4.998079,97.4453,50,,,,,
11223 - LHOKSUKON,GD112230350,BKB258-00,DS. BABUSALAM-4 UNIT V RW-IV,4.998207,97.446552,50,,,,,
11223 - LHOKSUKON,GD112230019,BKB264-00,DS. BABUSALAM-6 UNIT V RW-II,4.999483,97.442067,50,,,,,
11223 - LHOKSUKON,GD112230020,BKB275-00,CINTA MAKMUR-1,5.017639,97.411959,50,,,,,
11223 - LHOKSUKON,GD112230021,BKB276-00,CINTA MAKMUR-2,5.028374,97.413149,50,,,,,
11223 - LHOKSUKON,GD112230023,BKB278-00,DS. BABUSALAM-1 UNIT V RW-II,5.004117,97.441454,50,,,,,
11223 - LHOKSUKON,GD112230024,BKB279-00,DS. BABUSALAM-2 UNIT V RW-I,4.995717,97.442082,50,,,,,
11223 - LHOKSUKON,GD112230022,BKB280-00,DS. BABUSALAM-3 UNIT V RW-III,5.008411,97.441892,50,,,,,
11223 - LHOKSUKON,GD112230026,BKB281-00,DS. BABUSALAM-4 UNIT V RW-V,4.999127,97.448047,50,,,,,
11223 - LHOKSUKON,GD112230153,COT017-00,DS TEUNGOH - BATU VIII (LUAR),4.971557,97.341856,100,,,,,
11223 - LHOKSUKON,GD112230156,COT018-00,DS U BAROH - BATU XI,4.955975,97.353778,50,,,,,
11223 - LHOKSUKON,GD112230160,COT019-00,BATU XII-1,4.943117,97.364187,100,,,,,
11223 - LHOKSUKON,GD112230176,COT020-00,KP.BANTAN-1 LUAR,4.942729,97.381487,50,,,,,
11223 - LHOKSUKON,GD112230178,COT021-00,SP. IV (COT GIREK),4.919477,97.374747,160,,,,,
11223 - LHOKSUKON,GD112230014,COT027-00,ALUE LEUHOP-1,4.947797,97.427261,100,,,,,
11223 - LHOKSUKON,GD112230185,COT029-00,COT GIREK LAMA-1,4.914986,97.35878,100,,,,,
11223 - LHOKSUKON,GD112230187,COT030-00,PDAM COT GIREK LAMA-2,4.917242,97.357427,50,,,,,
11223 - LHOKSUKON,GD112230183,COT035-00,KTR. PABRIK GULA,4.91946,97.370712,25,,,,,
11223 - LHOKSUKON,GD112230193,COT036-00,MNS.GEUDUBANG (C.GIREK),4.912109,97.391365,50,,,,,
11223 - LHOKSUKON,GD112230154,COT038-00,DS LHOK REUHAT-1 BATU VIII (DALAM),4.970397,97.341095,50,,,,,
11223 - LHOKSUKON,GD112230016,COT040-00,ALUE LEUHOP-2,4.951872,97.439538,25,,,,,
11223 - LHOKSUKON,GD112230184,COT042-00,AFDELING-1,4.930134,97.365868,100,,,,,
11223 - LHOKSUKON,GD112230170,COT047-00,MTG.TEUNGOH CEMPEDAK,4.95719,97.37276,50,,,,,
11223 - LHOKSUKON,GD112230169,COT053-00,ALUE DRIEN,4.965514,97.357673,50,,,,,
11223 - LHOKSUKON,GD112230194,COT055-00,SUKA JADI-1,4.894284,97.401951,50,,,,,
11223 - LHOKSUKON,GD112230195,COT056-00,DS. SUKA JADI-2 (ABONG-ABONG),4.890433,97.398549,50,,,,,
11223 - LHOKSUKON,GD112230171,COT057-00,LHOK KAREUNG,4.975296,97.372266,25,,,,,
11223 - LHOKSUKON,GD112230157,COT058-00,POM BENSIN DS. BATU  XII - 2 CG,4.948899,97.359267,50,,,,,
11223 - LHOKSUKON,GD112230196,COT062-00,BUKIT LEUBAK,4.905542,97.407629,50,,,,,
11223 - LHOKSUKON,GD112230197,COT063-00,ALUR PANGE,4.918239,97.423117,50,,,,,
11223 - LHOKSUKON,GD112230198,COT065-00,RIMBA KARYA-1,4.928716,97.424781,25,,,,,
11223 - LHOKSUKON,GD112230199,COT066-00,RIMBA KARYA-2,4.926265,97.413615,50,,,,,
11223 - LHOKSUKON,GD112230166,COT071-00,BUKIT SELAMAT,4.95233,97.348105,50,,,,,
11223 - LHOKSUKON,GD112230168,COT072-00,PUCUK RINTIS-1,4.922362,97.330056,50,,,,,
11223 - LHOKSUKON,GD112230165,COT084-00,TRIENG BATU X,4.965502,97.342684,50,,,,,
11223 - LHOKSUKON,GD112230158,COT094-00,PKS MINI DS.BATU XII - 4 DI DALAM CG,4.94657,97.349252,25,,,,,
11223 - LHOKSUKON,GD112230155,COT095-00,TELKOMSEL DS. GEULUMPANG KM-IX,4.968373,97.343714,25,,,,,
11223 - LHOKSUKON,GD112230173,COT097-00,ULEE GAMPONG-1,4.942753,97.370086,50,,,,,
11223 - LHOKSUKON,GD112230189,COT100-00,LUBUK TILAM TIMUR,4.881343,97.352301,25,,,,,
11223 - LHOKSUKON,GD112230190,COT101-00,LUBUK TILAM BARAT,4.882467,97.342561,50,,,,,
11223 - LHOKSUKON,GD112230180,COT102-00,BUKIT ANTARA,4.916492,97.374745,50,,,,,
11223 - LHOKSUKON,GD112230159,COT103-00,DS BATU XII-3,4.945351,97.362341,50,,,,,
11223 - LHOKSUKON,GD112230175,COT107-00,KP.BANTAN-2,4.952057,97.384121,25,,,,,
11223 - LHOKSUKON,GD112230182,COT108-00,R.JAYA-2,4.911648,97.378973,100,,,,,
11223 - LHOKSUKON,GD112230177,COT116-00,PKS COT GIREK,4.929161,97.37086,500,,,,,
11223 - LHOKSUKON,GD112230013,COT118-00,DS. ALUE LEUHOP-3 PATOK II,4.950336,97.432055,50,,,,,
11223 - LHOKSUKON,GD112230186,COT119-00,BUKIT PAYOENG,4.912357,97.357697,50,,,,,
11223 - LHOKSUKON,GD112230191,COT120-00,BATEE ULEU-1,4.873629,97.336131,25,,,,,
11223 - LHOKSUKON,GD112230192,COT121-00,BATEE ULEU-2,4.872555,97.328121,16,,,,,
11223 - LHOKSUKON,GD112230015,COT126-00,DS.ALUE LEUHOP-4 PTK-I,4.94345,97.419317,50,,,,,
11223 - LHOKSUKON,GD112230017,COT127-00,DS.ALUE LEUHOP-5 PTK-IV,4.958689,97.435486,50,,,,,
11223 - LHOKSUKON,GD112230179,COT128-00,PANDAN WANGI,4.920818,97.38307,50,,,,,
11223 - LHOKSUKON,GD112230167,COT129-00,PUCUK RINTIS-2,4.938028,97.340956,25,,,,,
11223 - LHOKSUKON,GD112230172,COT136-00,ULEE GAMPONG-2,4.94274,97.367775,100,,,,,
11223 - LHOKSUKON,GD112230188,COT137-00,PDAM COT GIREK LAMA-3,4.917432,97.357396,160,,,,,
11223 - LHOKSUKON,GD112230291,COT141-00,DS. U BAROH-2 (BATU-XI),4.953955,97.356735,100,,,,,
11223 - LHOKSUKON,GD112230292,COT144-00,RS COTGIREK,4.911559,97.375168,50,,,,,
11223 - LHOKSUKON,GD112230351,COT160-00,DS. BATU XII - II,4.944628,97.362897,50,,,,,
11223 - LHOKSUKON,GD112230352,COT164-00,DS. LHOK MERBO KM-12,4.942746,97.388361,50,,,,,
11223 - LHOKSUKON,GD112230353,COT165-00,DS. R JAYA-3,4.915982,97.379431,50,,,,,
11223 - LHOKSUKON,GD112230354,COT167-00,CRUSHER DS. BATU ALUE LEUHOB ,4.962025,97.425097,50,,,,,
11223 - LHOKSUKON,GD112230355,COT175-00,DS. GEULEUMPANG KM IX,4.96493,97.345705,50,,,,,
11223 - LHOKSUKON,GD112230356,COT176-00,DS. MATANG TENGOH (CEMPEDAK)-II,4.955538,97.365844,50,,,,,
11223 - LHOKSUKON,GD112230357,COT179-00,KP. BANTAN-3,4.942757,97.377955,50,,,,,
11223 - LHOKSUKON,GD112230358,COT180-00,PERUMAHAN PT. SAP ALUE LEUHOP PT.VI,4.940607,97.408553,50,,,,,
11223 - LHOKSUKON,GD112230359,COT181-00,PT. SAP ALUE LEUHOP PT. VI,4.940325,97.408466,800,,,,,
11223 - LHOKSUKON,GD112230484,COT182-00,DS ALUE DRIEN BATU XI-I (DALAM) - 2,4.97027,97.353654,100,,,,,
11223 - LHOKSUKON,GD112230486,COT183-00,Perum. Cemara Indah Batu XII,4.948184,97.359896,100,,,,,
11223 - LHOKSUKON,GD112230086,LAP001-00,GEULANGGANG BAROE,5.150157,97.288454,100,,,,,
11223 - LHOKSUKON,GD112230088,LAP002-00,MATANG TUNONG,5.1593,97.29667,100,,,,,
11223 - LHOKSUKON,GD112230094,LAP003-00,KUALA CANGKOY-1,5.171141,97.297491,100,,,,,
11223 - LHOKSUKON,GD112230085,LAP005-00,DS. MERBO JURONG - I,5.140089,97.28751,25,,,,,
11223 - LHOKSUKON,GD112230083,LAP006-00,LUENG BAROE,5.119822,97.290122,100,,,,,
11223 - LHOKSUKON,GD112230090,LAP007-00,MATANG BAROEH-1,5.16757,97.293727,50,,,,,
11223 - LHOKSUKON,GD112230092,LAP008-00,KUALA KERTO-1,5.168397,97.28387,50,,,,,
11223 - LHOKSUKON,GD112230084,LAP009-00,TANJUNG DAMA,5.13685,97.278074,25,,,,,
11223 - LHOKSUKON,GD112230093,LAP010-00,KUALA KERTO-2,5.165974,97.277818,50,,,,,
11223 - LHOKSUKON,GD112230095,LAP011-00,KUALA CANGKOY-2,5.175668,97.305373,50,,,,,
11223 - LHOKSUKON,GD112230096,LAP012-00,KUALA CANGKOY-3,5.176008,97.298724,50,,,,,
11223 - LHOKSUKON,GD112230091,LAP013-00,MATANG BAROEH-2,5.159554,97.283066,100,,,,,
11223 - LHOKSUKON,GD112230089,LAP016-00,MATANG TUNONG-2,5.163974,97.297268,25,,,,,
11223 - LHOKSUKON,GD112230360,LAP017-00,DS. MATANG TUNONG 3,5.162551,97.297323,50,,,,,
11223 - LHOKSUKON,GD112230361,LAP018-00,DS. MATANG BAROEH-3,5.164141,97.289125,50,,,,,
11223 - LHOKSUKON,GD112230362,LAP019-00,DS. KUALA KERTO -3,5.169094,97.286251,50,,,,,
11223 - LHOKSUKON,GD112230363,LAP020-00,DS. MERBO JURONG - II,5.144661,97.292171,25,,,,,
11223 - LHOKSUKON,GD112230445,LAP021-00,PUSKESMAS LAPANG,5.168219,97.295174,100,,,,,
11223 - LHOKSUKON,GD112230018,LKH074-00,BOLA MAS,4.955214,97.449882,100,,,,,
11223 - LHOKSUKON,GD112230055,LSK001-00,KANTOR PLN,5.041148,97.322329,200,,,,,
11223 - LHOKSUKON,GD112230364,LSK002-00,PT.TELKOM  LHOKSUKON,5.040292,97.321321,160,,,,,
11223 - LHOKSUKON,GD112230365,LSK003-00,MNS.CEBREK SP.COT GIREK ,5.041566,97.325535,100,,,,,
11223 - LHOKSUKON,GD112230057,LSK004-00,MNS. PANTE JLN. LAPANG,5.045234,97.321588,160,,,,,
11223 - LHOKSUKON,GD112230056,LSK005-00,KANTOR POS,5.043132,97.320637,200,,,,,
11223 - LHOKSUKON,GD112230101,LSK006-00,MNSH DAYAH,5.041398,97.317649,160,,,,,
11223 - LHOKSUKON,GD112230103,LSK007-00,MNS.TEUNGOH MTG.KUPILA,5.041158,97.308348,100,,,,,
11223 - LHOKSUKON,GD112230114,LSK008-00,ASAN ARA KEMUDI,5.027305,97.311233,100,,,,,
11223 - LHOKSUKON,GD112230060,LSK009-00,TUTONG-1,5.053351,97.315337,100,,,,,
11223 - LHOKSUKON,GD112230066,LSK010-00,ALUE MUDEM,5.068338,97.308982,100,,,,,
11223 - LHOKSUKON,GD112230031,LSK011-00,MUNYEE ALMUSLIMUN,5.044392,97.339583,100,,,,,
11223 - LHOKSUKON,GD112230115,LSK012-00,PDAM ASAN ARA KEMUDI,5.02568,97.311704,250,,,,,
11223 - LHOKSUKON,GD112230034,LSK013-00,SMA DS. ALUE BUKET MTG.UBI,5.050562,97.336334,100,,,,,
11223 - LHOKSUKON,GD112230040,LSK014-00,NGA-1 LUAR,5.065856,97.341825,50,,,,,
11223 - LHOKSUKON,GD112230001,LSK015-00,DS. JOK (BATU-II),5.022278,97.328528,100,,,,,
11223 - LHOKSUKON,GD112230150,LSK016-00,MNS. DAYAH I LKS TGH (BATU-VI),4.990051,97.333591,100,,,,,
11223 - LHOKSUKON,GD112230044,LSK023-00,BINTANG HUE-1 LUAR,5.086949,97.346136,100,,,,,
11223 - LHOKSUKON,GD112230005,LSK024-00,DS. SNB.DLM BKT.HG GAMPONG,5.00863,97.370958,100,,,,,
11223 - LHOKSUKON,GD112230006,LSK025-00,BUKIT HAGU-1,4.990853,97.406409,100,,,,,
11223 - LHOKSUKON,GD112230011,LSK026-00,DS. BUKIT HAGU-2   PATOK  V,4.975281,97.421836,50,,,,,
11223 - LHOKSUKON,GD112230077,LSK031-00,RAMBOT-1 AB,5.056886,97.318634,100,,,,,
11223 - LHOKSUKON,GD112230079,LSK032-00,DS. ARA (BUNGKOK) JL.LAPANG,5.073069,97.311014,50,,,,,
11223 - LHOKSUKON,GD112230081,LSK033-00,DS. LEUBOK JLN.LAPANG,5.086532,97.305635,50,,,,,
11223 - LHOKSUKON,GD112230082,LSK034-00,TRIENG PANTANG 1,5.098569,97.297942,100,,,,,
11223 - LHOKSUKON,GD112230202,LSK037-00,DESA MANYANG KM1,5.029537,97.32377,50,,,,,
11223 - LHOKSUKON,GD112230146,LSK039-00,BABAH GEUDEBANG,5.007743,97.33004,50,,,,,
11223 - LHOKSUKON,GD112230064,LSK041-00,DS. RANTO POMPA BENSIN ,5.0613,97.312304,100,,,,,
11223 - LHOKSUKON,GD112230161,LSK043-00,ALUE EMPOK,4.985771,97.345101,25,,,,,
11223 - LHOKSUKON,GD112230162,LSK044-00,BUKIT KRUENG,4.985894,97.350475,25,,,,,
11223 - LHOKSUKON,GD112230163,LSK045-00,DS. GRONG GRONG-I,4.985534,97.355703,50,,,,,
11223 - LHOKSUKON,GD112230164,LSK046-00,ALUE ABEE,4.979758,97.363358,50,,,,,
11223 - LHOKSUKON,GD112230047,LSK048-00,COT U SIBAK-I,5.078396,97.363207,25,,,,,
11223 - LHOKSUKON,GD112230048,LSK049-00,BLANG AMAN,5.068295,97.378018,50,,,,,
11223 - LHOKSUKON,GD112230049,LSK050-00,BUKIT SENTANG,5.043835,97.373121,25,,,,,
11223 - LHOKSUKON,GD112230043,LSK051-00,COT ARA,5.087821,97.341375,25,,,,,
11223 - LHOKSUKON,GD112230149,LSK052-00,DS. MEREUBO (BATU-IV) DALAM,4.999425,97.339275,50,,,,,
11223 - LHOKSUKON,GD112230039,LSK054-00,POLRES LSK DS. REUDEUP-3,5.05996,97.340054,100,,,,,
11223 - LHOKSUKON,GD112230009,LSK059-00,BUKIT HAGU KP.LALANG,4.976588,97.412991,50,,,,,
11223 - LHOKSUKON,GD112230148,LSK060-00,DS. ARA LT  (BATU-VI) DIDALAM,4.994897,97.330642,50,,,,,
11223 - LHOKSUKON,GD112230147,LSK061-00,DS. TUHA (BATU-VI) DALAM,5.006068,97.328106,50,,,,,
11223 - LHOKSUKON,GD112230201,LSK067-00,DS. MNS BLANG  LT-I,5.033807,97.327209,100,,,,,
11223 - LHOKSUKON,GD112230003,LSK068-00,ULEE GUNONG,5.00992,97.36473,50,,,,,
11223 - LHOKSUKON,GD112230038,LSK069-00,REUDEUP-1 DALAM,5.059255,97.344682,50,,,,,
11223 - LHOKSUKON,GD112230036,LSK070-00,REUDEUP-2 LUAR,5.055515,97.338394,100,,,,,
11223 - LHOKSUKON,GD112230102,LSK073-00,GEULINGGANG MTG.KUPILA,5.041462,97.311981,100,,,,,
11223 - LHOKSUKON,GD112230046,LSK077-00,COT BIEK,5.087445,97.350677,16,,,,,
11223 - LHOKSUKON,GD112230053,LSK082-00,KP. BARU 1 LSK,5.038937,97.323208,100,,,,,
11223 - LHOKSUKON,GD112230037,LSK083-00,PDAM  MNS.REUDEUP,5.058283,97.340095,200,,,,,
11223 - LHOKSUKON,GD112230029,LSK085-00,TRIENG-1 MU,5.045251,97.330023,100,,,,,
11223 - LHOKSUKON,GD112230028,LSK086-00,TELKOMSEL TRIENG MU,5.042055,97.326243,100,,,,,
11223 - LHOKSUKON,GD112230151,LSK088-00,INDOSAT DESA KUMBANG - BATU VII,4.984415,97.336399,25,,,,,
11223 - LHOKSUKON,GD112230116,LSK089-00,PDAM DS.ASAN ARA KEMUDI - 2,5.025685,97.311671,160,,,,,
11223 - LHOKSUKON,GD112230032,LSK091-00,PT. HUTCHISON CPT MUNYE MU,5.04868,97.334163,50,,,,,
11223 - LHOKSUKON,GD112230008,LSK092-00,TELKOMSEL BUKIT HAGU-3,4.98567,97.411683,25,,,,,
11223 - LHOKSUKON,GD112230045,LSK093-00,BINTANG HUE-2 LUAR,5.094266,97.350095,50,,,,,
11223 - LHOKSUKON,GD112230065,LSK096-00,DINKES DS ALUE MUDEM,5.067283,97.309758,50,,,,,
11223 - LHOKSUKON,GD112230325,LSK098-00,DS BUKIT HAGU IV - PATOK III,4.985675,97.411624,50,,,,,
11223 - LHOKSUKON,GD112230326,LSK104-00,DS BUKIT HAGU V - PATOK VI,4.972601,97.424503,50,,,,,
11223 - LHOKSUKON,GD112230327,LSK105-00,DS BUKIT HAGU VI - PATOK IV,4.98056,97.41663,50,,,,,
11223 - LHOKSUKON,GD112230328,LSK106-00,DS ALUE TINGKEUM,5.02863,97.333537,50,,,,,
11223 - LHOKSUKON,GD112230058,LSK109-00,INDOMARET,5.041191,97.32077,50,,,,,
11223 - LHOKSUKON,GD112230059,LSK110-00,GEUMATA,5.045899,97.317566,100,,,,,
11223 - LHOKSUKON,GD112230343,LSK111-00,DS BERINGIN - JLN MTG KULI,5.033357,97.320103,100,,,,,
11223 - LHOKSUKON,GD112230062,LSK112-00,SMA UNGGUL,5.059318,97.310339,100,,,,,
11223 - LHOKSUKON,GD112230329,LSK113-00,DS MATA IE BLANG RUBEK,5.021657,97.373998,50,,,,,
11223 - LHOKSUKON,GD112230076,LSK114-00,ASAN AB,5.049583,97.320179,50,,,,,
11223 - LHOKSUKON,GD112230098,LSK115-00,MABRIGIF-1,5.05123,97.386235,100,,,,,
11223 - LHOKSUKON,GD112230033,LSK117-00,KTR KEJARI,5.049543,97.335174,50,,,,,
11223 - LHOKSUKON,GD112230035,LSK122-00,MTG TEUNGOH,5.052126,97.332406,50,,,,,
11223 - LHOKSUKON,GD112230061,LSK124-00,TUTONG-2,5.054737,97.315146,100,,,,,
11223 - LHOKSUKON,GD112230030,LSK125-00,DS. MUNYE DALAM,5.046058,97.336017,50,,,,,
11223 - LHOKSUKON,GD112230078,LSK130-00,RAMBOT-2 AB,5.062543,97.315604,50,,,,,
11223 - LHOKSUKON,GD112230330,LSK131-00,MNS ULEE TANOH - BATU III,5.015254,97.33099,50,,,,,
11223 - LHOKSUKON,GD112230331,LSK132-00,MNS CIBREK LSK - BATU I,5.037891,97.326594,100,,,,,
11223 - LHOKSUKON,GD112230099,LSK133-00,MABRIGIF-2,5.047886,97.388681,100,,,,,
11223 - LHOKSUKON,GD112230344,LSK134-00,DS ULEE BARAT MTG KUPILA,5.040868,97.304254,50,,,,,
11223 - LHOKSUKON,GD112230042,LSK135-00,NGA-2 LUAR,5.071746,97.342417,50,,,,,
11223 - LHOKSUKON,GD112230067,LSK139-00,ALUE DRIEN,5.074106,97.306106,100,,,,,
11223 - LHOKSUKON,GD112230301,LSK140-00,KAMPUNG BARU 2,5.040627,97.323052,100,,,,,
11223 - LHOKSUKON,GD112230332,LSK142-00,DS TUALANG TUHA - UNIT VI,5.013607,97.402368,50,,,,,
11223 - LHOKSUKON,GD112230302,LSK143-00,DEPAG LHOKSUKON,5.070966,97.307903,50,,,,,
11223 - LHOKSUKON,GD112230311,LSK145-00,PERUMAHAN POLRES (AUT),5.056951,97.348313,50,,,,,
11223 - LHOKSUKON,GD112230366,LSK146-00,DS. TRIENG MTG.UBI 2,5.043013,97.327342,100,,,,,
11223 - LHOKSUKON,GD112230345,LSK147-00,DS BERINGIN II,5.035496,97.319414,50,,,,,
11223 - LHOKSUKON,GD112230310,LSK148-00,PENGADILAN NEGERI,5.057767,97.338914,100,,,,,
11223 - LHOKSUKON,GD112230303,LSK149-00,KANTOR SAMSAT,5.057273,97.314077,50,,,,,
11223 - LHOKSUKON,GD112230312,LSK150-00,POLRES II (AUT),5.059703,97.341807,100,,,,,
