UNIT UP,NOMOR GARDU,NAMA GARDU,ALAMAT,LATITUDE,LONGITUDE,KAPASITAS TRAFO (kVA),FEEDER,Pemakaian (%),I rata-rata (A),Unbalanced (%),Update
11220 - LHOKSEUMAWE,GD112200471,BAS238-00,LR. BANTENG TM LAMKUTA,5.192858,97.131111,100,,,,,
11220 - LHOKSEUMAWE,GD112200463,BAS239-00,KOMPLEK  TELKOM BL MALO,5.19274,97.140468,50,,,,,
11220 - LHOKSEUMAWE,GD112200462,BAS240-00,JL.RRI TP TGH,5.186184,97.136537,50,,,,,
11220 - LHOKSEUMAWE,GD112200454,BAS241-00, RS. ABBY 1 ,5.182571,97.147315,200,,,,,
11220 - LHOKSEUMAWE,GD112200455,BAS242-00, RS. ABBY 2 ,5.182569,97.147313,100,,,,,
11220 - LHOKSEUMAWE,GD112200506,BAS243-00,GEDUNG HASBI  MGD,5.178719,97.1369,100,,,,,
11220 - LHOKSEUMAWE,GD112200505,BAS244-00,PT. TASPEN 1,5.177817,97.135235,200,,,,,
11220 - LHOKSEUMAWE,GD112200504,BAS245-00,PT. TASPEN 2,5.17781,97.13523,160,,,,,
11220 - LHOKSEUMAWE,GD112200503,BAS246-00,SETIA MOTOR,5.176769,97.134376,50,,,,,
11220 - LHOKSEUMAWE,GD112200502,BAS247-00,HARUN MART,5.174232,97.132732,250,,,,,
11220 - LHOKSEUMAWE,GD112200491,BAS248-00,LP. MERAH SP.4,5.180614,97.144194,50,,,,,
11220 - LHOKSEUMAWE,GD112200490,BAS249-00,DPN KORAMIL BS,5.17979,97.143707,50,,,,,
11220 - LHOKSEUMAWE,GD112200489,BAS250-00,SUCOFINDO KD ACEH,5.176784,97.143865,100,,,,,
11220 - LHOKSEUMAWE,GD112200501,BAS251-00,MESJID MON GEUDONG,5.177381,97.138838,50,,,,,
11220 - LHOKSEUMAWE,GD112200500,BAS252-00,LAP. TERMINAL MGD,5.179302,97.132677,50,,,,,
11220 - LHOKSEUMAWE,GD112200499,BAS253-00,KTR . LLAJR,5.179495,97.13305,50,,,,,
11220 - LHOKSEUMAWE,GD112200488,BAS254-00,HOTEL ANGGREK KOTA,5.174268,97.149529,250,,,,,
11220 - LHOKSEUMAWE,GD112200470,BAS255-00,BNI LHOKSEUMAWE,5.183017,97.140484,250,,,,,
11220 - LHOKSEUMAWE,GD112200611,BAS256-00,PABRIK ES HBL,5.199383,97.136044,100,,,,,
11220 - LHOKSEUMAWE,GD112200612,BAS257-00,SP. GANG PINANG MERAH,5.198139,97.139589,50,,,,,
11220 - LHOKSEUMAWE,GD112200543,BAS258-00,PERUMAHAN BI,5.184241,97.148046,160,,,,,
11220 - LHOKSEUMAWE,GD112200546,BAS259-00,DEPAN SMA 1,5.187104,97.146529,100,,,,,
11220 - LHOKSEUMAWE,GD112200547,BAS260-00,DEPAN SMA 1 DARUSSALAM,5.187071,97.146523,100,,,,,
11220 - LHOKSEUMAWE,GD112200542,BAS261-00,PIZZA HUT,5.180654,97.144161,100,,,,,
11220 - LHOKSEUMAWE,GD112200631,BAS262-00,FIF,5.180929,97.143321,100,,,,,
11220 - LHOKSEUMAWE,GD112200634,BAS263-00,RYCHEESE FACTORY,5.1764,97.146973,100,,,,,
11220 - LHOKSEUMAWE,GD112200639,BAS264-00,PT.MAHONI PASAR IMPRES,5.185024,97.142234,100,,,,,
11220 - LHOKSEUMAWE,GD112200641,BAS265-00,KANTOR KEJAKSAAN,5.180879,97.146863,100,,,,,
11220 - LHOKSEUMAWE,GD112200642,BAS266-00,JL CUT MEUTIA PUSONG,,,100,,,,,
11220 - LHOKSEUMAWE,GD112200643,BAS267-00,DEPAN LAPANGAN KOREM,5.179673,97.151744,100,,,,,
11220 - LHOKSEUMAWE,GD112200644,BAS268-00,DEPAN TWINSTAR,5.181349,97.142423,50,,,,,
11220 - LHOKSEUMAWE,GD112200658,BAS269-00,PERUMAHAN CENDANA TUMPOK TENGOH,5.189434,97.134284,,,,,,
11220 - LHOKSEUMAWE,GD112200731,BAS280-00,JL DARUSSALAM,5.18482,97.145982,50,,,,,
11220 - LHOKSEUMAWE,GD112200734,BAS281-00,KANTOR RRI,5.18605,97.13946,100,,,,,
,,BAS282-00,,5.17915,97.149929,250,,,,,
,,BAS283-00,,5.181506,97.149094,,,,,,
11220 - LHOKSEUMAWE,GD112200094,BLM101-00,DS.JEULIKAT.,5.114785,97.159104,50,,,,,
11220 - LHOKSEUMAWE,GD112200096,BLM102-00,DS. SEUNEBOK,5.112984,97.159233,250,,,,,
11220 - LHOKSEUMAWE,GD112200097,BLM103-00,BL WEU BAROH 2,5.112958,97.159241,100,,,,,
11220 - LHOKSEUMAWE,GD112200091,BLM104-00,DS.BLANG WEU BAROH.,5.118546,97.159613,100,,,,,
11220 - LHOKSEUMAWE,GD112200093,BLM105-00,DS.BLANG WEU PANJO I,5.119153,97.158363,630,,,,,
11220 - LHOKSEUMAWE,GD112200095,BLM106-00,DS.BLANG WEU PANJO I,5.119175,97.158259,630,,,,,
11220 - LHOKSEUMAWE,GD112200098,BLM107-00,BLANG WE PANJO III,5.11836,97.158391,250,,,,,
11220 - LHOKSEUMAWE,GD112200232,BLM108-00, WATER BOOM CERIA ,5.120672,97.158763,50,,,,,
11220 - LHOKSEUMAWE,GD112200234,BLM109-00, PERUM KOPRI .II. ,5.121327,97.155063,630,,,,,
11220 - LHOKSEUMAWE,GD112200236,BLM110-00, JL. ELAK JEULEKAT ,5.118703,97.155541,50,,,,,
11220 - LHOKSEUMAWE,GD112200238,BLM111-00, KOMPI BRIMOB I ,5.11793,97.156901,100,,,,,
11220 - LHOKSEUMAWE,GD112200240,BLM112-00, KOMPI BRIMOB II ,5.121747,97.158081,50,,,,,
11220 - LHOKSEUMAWE,GD112200090,BLM113-00,INDOSAT BLANG WEU,5.123842,97.156647,50,,,,,
11220 - LHOKSEUMAWE,GD112200092,BLM114-00,EXELCOMINDO,5.120678,97.152446,100,,,,,
11220 - LHOKSEUMAWE,GD112200185,BLM115-00,PDAM BUKIT RATA,5.116601,97.153876,100,,,,,
11220 - LHOKSEUMAWE,GD112200228,BLM116-00, DS.ALUE LIM.I ,5.115182,97.153668,50,,,,,
11220 - LHOKSEUMAWE,GD112200233,BLM117-00, PERUM KOPRI .I. ,5.121021,97.152102,50,,,,,
11220 - LHOKSEUMAWE,GD112200235,BLM118-00, DS. BLANG BULOH ,5.125803,97.155545,160,,,,,
11220 - LHOKSEUMAWE,GD112200613,BLM119-00,PERUMAHAN BUKET RATA,5.128002,97.156779,50,,,,,
11220 - LHOKSEUMAWE,GD112200184,BLM120-00,DS.BUKIT RATA/(SP.AURI),5.127141,97.154783,100,,,,,
11220 - LHOKSEUMAWE,GD112200186,BLM121-00,DEPAN RS CUT MUTIA,5.099769,97.135499,50,,,,,
11220 - LHOKSEUMAWE,GD112200188,BLM122-00,GEDUNG POLITEKNIK .1,5.107384,97.132694,100,,,,,
11220 - LHOKSEUMAWE,GD112200190,BLM123-00,CV.RAMBONG JAYA MESJID PUNTEUT,5.110783,97.128874,50,,,,,
11220 - LHOKSEUMAWE,GD112200191,BLM124-00,GEDUNG POLITEKNIK .2,5.113781,97.123718,50,,,,,
11220 - LHOKSEUMAWE,GD112200193,BLM125-00,"STAIN MALIKUSALEH, BKT RATA",5.114467,97.122342,100,,,,,
11220 - LHOKSEUMAWE,GD112200195,BLM126-00,A U R I,5.116946,97.121833,50,,,,,
11220 - LHOKSEUMAWE,GD112200187,BLM127-00,DEPAN POLTEK,5.120145,97.118444,100,,,,,
11220 - LHOKSEUMAWE,GD112200189,BLM128-00,JL. ALUE RAYA MESJID PUNTEUET,5.125614,97.121372,50,,,,,
11220 - LHOKSEUMAWE,GD112200192,BLM129-00,DEPAN RS CUT MUTIA,5.131067,97.12353,50,,,,,
11220 - LHOKSEUMAWE,GD112200194,BLM130-00,LAP.HELI AURI/SAT RADAR,5.134701,97.11012,50,,,,,
11220 - LHOKSEUMAWE,GD112200196,BLM131-00,PERUMAHAN POLTEK ,5.135512,97.106503,100,,,,,
11220 - LHOKSEUMAWE,GD112200197,BLM132-00,KOMPI BRIMOB I,5.135635,97.105922,50,,,,,
11220 - LHOKSEUMAWE,GD112200229,BLM133-00, B T N ALUE LIEM ,5.165694,97.106134,100,,,,,
11220 - LHOKSEUMAWE,GD112200230,BLM134-00, GUDANG INDOFOT JL. ELAK ,5.164608,97.104479,25,,,,,
11220 - LHOKSEUMAWE,GD112200231,BLM135-00, PERUMNAS RSS/(ALUE LIM) ,5.161657,97.099965,100,,,,,
11220 - LHOKSEUMAWE,GD112200452,BLM136-00,DPN RS CUT MUTIA,5.157168,97.099451,50,,,,,
11220 - LHOKSEUMAWE,GD112200453,BLM137-00,PERUMAHAN BUKET RATA,5.153204,97.098266,100,,,,,
11220 - LHOKSEUMAWE,GD112200617,BLM138-00,DS.BLANG WEU PANJO I,5.152184,97.09615,50,,,,,
11220 - LHOKSEUMAWE,GD112200618,BLM139-00,DS.BLANG WEU P (SPG SEUNEBOK),5.151418,97.093772,100,,,,,
11220 - LHOKSEUMAWE,GD112200619,BLM140-00,MNS DS. SEUNEBOK,5.159291,97.091288,50,,,,,
11220 - LHOKSEUMAWE,GD112200620,BLM141-00,DS. SEUNEBOK,5.160223,97.088648,50,,,,,
11220 - LHOKSEUMAWE,GD112200621,BLM142-00,TPU JEULEKAT,5.145117,97.103209,100,,,,,
11220 - LHOKSEUMAWE,GD112200622,BLM143-00,SISIP JEULEKAT,5.14865,97.103386,100,,,,,
11220 - LHOKSEUMAWE,GD112200623,BLM144-00,DS.JEULIKAT.,5.150175,97.105026,160,,,,,
11220 - LHOKSEUMAWE,GD112200624,BLM145-00,DAYAH NURUL YAKIN JEULEKAT,5.150232,97.107959,50,,,,,
11220 - LHOKSEUMAWE,GD112200625,BLM146-00,INDOSAT BLANG WEU,5.148389,97.087656,50,,,,,
11220 - LHOKSEUMAWE,GD112200626,BLM147-00,EXELCOMINDO,5.146727,97.084009,25,,,,,
11220 - LHOKSEUMAWE,GD112200627,BLM148-00,SP. ELAK KR SEUNONG,5.14587,97.083208,50,,,,,
11220 - LHOKSEUMAWE,GD112200628,BLM149-00,DEPAN DAYAH MUJAHIDDIN,5.142917,97.088322,50,,,,,
11220 - LHOKSEUMAWE,GD112200724,BLM150-00, PERUMAHAN JALAN ELAK I ,5.139763,97.095207,50,,,,,
11220 - LHOKSEUMAWE,GD112200614,BLM151-00,BLK BLANG ADO,5.131309,97.105462,50,,,,,
11220 - LHOKSEUMAWE,GD112200662,BLM152-00,MNS DS ALUE LIEM,5.113318,97.11763,50,,,,,
11220 - LHOKSEUMAWE,GD112200673,BLM153-00,DS BL WEU PANJOE PUSKESMAS,5.149501,97.090807,50,,,,,
11220 - LHOKSEUMAWE,GD112200615,BLM154-00,MESJID PESANTREN MATAQU A.LIEM,5.115359,97.124787,100,,,,,
11220 - LHOKSEUMAWE,GD112200616,BLM155-00,ASRAMA PESANTREN MATAQU A.LIEM,5.115885,97.12405,100,,,,,
11220 - LHOKSEUMAWE,GD112200725,BLM156-00,SD ALUE LIEM,5.117651,97.118047,50,,,,,
11220 - LHOKSEUMAWE,GD112200541,BLM157-00,SPBU JL ELAK,5.131863,97.121565,50,,,,,
11220 - LHOKSEUMAWE,GD112200726,BLM158-00, Kandang Ayam jl. Elak ,5.129882,97.129337,50,,,,,
11220 - LHOKSEUMAWE,GD112200727,BLM159-00, Bengkel Las Jl. Elak ,5.134077,97.112797,25,,,,,
11220 - LHOKSEUMAWE,GD112200629,BLM160-00,PERUMAHAN BLANG WEU,5.166352,97.106739,50,,,,,
11220 - LHOKSEUMAWE,GD112200647,BLM161-00,LAB KOMPUTER POLITEKNIK,5.118171,97.155933,250,,,,,
11220 - LHOKSEUMAWE,GD112200648,BLM162-00,WINGSFOOD,5.131321,97.122714,160,,,,,
11220 - LHOKSEUMAWE,GD112200728,BLM163-00, Perum Bl.Weu Asri ,5.164653,97.104931,100,,,,,
11220 - LHOKSEUMAWE,GD112200732,BLM173-00,DEPAN SPBU ALUE AWE,5.125022,97.155951,100,,,,,
11220 - LHOKSEUMAWE,GD112200256,KUM001-00, ALUE BADE ,5.149709,97.073134,50,,,,,
11220 - LHOKSEUMAWE,GD112200099,KUM002-00,JL. ELAK PULO IBOH,5.149534,97.0593,50,,,,,
11220 - LHOKSEUMAWE,GD112200101,KUM003-00,BLANG GURAH,5.143998,97.078158,50,,,,,
11220 - LHOKSEUMAWE,GD112200105,KUM004-00,MULIENG MANYANG ,5.136844,97.081977,160,,,,,
11220 - LHOKSEUMAWE,GD112200107,KUM005-00,DS. PANTON RAYEK I,5.143022,97.076451,50,,,,,
11220 - LHOKSEUMAWE,GD112200109,KUM006-00,PASAR MINGGU,5.135286,97.072803,100,,,,,
11220 - LHOKSEUMAWE,GD112200111,KUM007-00,DS. SAWEUK,5.134082,97.073508,50,,,,,
11220 - LHOKSEUMAWE,GD112200114,KUM008-00,BLOK 7,5.121514,97.075137,50,,,,,
11220 - LHOKSEUMAWE,GD112200116,KUM009-00,DS. COT AWEE,5.127693,97.08051,100,,,,,
11220 - LHOKSEUMAWE,GD112200118,KUM010-00,PANTON RYK 1 B,5.118185,97.075705,50,,,,,
11220 - LHOKSEUMAWE,GD112200119,KUM011-00,DS. PULO,5.114845,97.066389,25,,,,,
11220 - LHOKSEUMAWE,GD112200122,KUM012-00,DS. SIMPANG 3,5.115961,97.063829,50,,,,,
11220 - LHOKSEUMAWE,GD112200123,KUM013-00,MULIENG,5.120261,97.054651,25,,,,,
11220 - LHOKSEUMAWE,GD112200124,KUM014-00,KEUDE KRUENG III,5.113415,97.076731,100,,,,,
11220 - LHOKSEUMAWE,GD112200100,KUM015-00,PULO RAYEUK,5.112164,97.078323,50,,,,,
11220 - LHOKSEUMAWE,GD112200102,KUM016-00,MNS.K U L A M,5.111463,97.078927,50,,,,,
11220 - LHOKSEUMAWE,GD112200104,KUM017-00,KD.KRUENG 1,5.110415,97.081685,100,,,,,
11220 - LHOKSEUMAWE,GD112200106,KUM018-00,SIDOMULYO,5.109873,97.083915,100,,,,,
11220 - LHOKSEUMAWE,GD112200108,KUM019-00,KUBU TENGKU,5.10598,97.089253,50,,,,,
11220 - LHOKSEUMAWE,GD112200110,KUM020-00,BEVAK,5.103649,97.090189,50,,,,,
11220 - LHOKSEUMAWE,GD112200112,KUM021-00,TELKOMSEL COT SETUI,5.102085,97.090694,50,,,,,
11220 - LHOKSEUMAWE,GD112200135,KUM022-00,KRUENG MANYANG II,5.097783,97.091819,25,,,,,
11220 - LHOKSEUMAWE,GD112200138,KUM023-00,DS. PANTE BAHAGIA CM,5.096374,97.091365,50,,,,,
11220 - LHOKSEUMAWE,GD112200140,KUM024-00,DS.LHOK II CM,5.095226,97.080531,50,,,,,
11220 - LHOKSEUMAWE,GD112200121,KUM025-00,BLOK 5 II,5.09486,97.094612,25,,,,,
11220 - LHOKSEUMAWE,GD112200142,KUM026-00,DS IE TARIK I,5.093005,97.099944,50,,,,,
11220 - LHOKSEUMAWE,GD112200249,KUM027-00, MNS DAYAH SPK ,5.092654,97.101812,50,,,,,
11220 - LHOKSEUMAWE,GD112200250,KUM028-00, DSN COT LHA SPK ,5.090122,97.090069,50,,,,,
11220 - LHOKSEUMAWE,GD112200129,KUM029-00,KEUDE BULOH,5.108858,97.078399,50,,,,,
11220 - LHOKSEUMAWE,GD112200131,KUM030-00,KRUENG MANYANG I,5.108596,97.077886,25,,,,,
11220 - LHOKSEUMAWE,GD112200133,KUM031-00,COT RHEU,5.104931,97.073598,100,,,,,
11220 - LHOKSEUMAWE,GD112200113,KUM032-00,ALUE MBANG TIMU,5.101099,97.070237,25,,,,,
11220 - LHOKSEUMAWE,GD112200115,KUM033-00,BLOK 5 I,5.080248,97.055018,50,,,,,
11220 - LHOKSEUMAWE,GD112200117,KUM034-00,ALUE PUTRO MANO,5.061312,97.053545,50,,,,,
11220 - LHOKSEUMAWE,GD112200120,KUM035-00,DS. KILANG,5.070808,97.051135,50,,,,,
11220 - LHOKSEUMAWE,GD112200144,KUM036-00,DAYAH MENARA,5.064232,97.044464,50,,,,,
11220 - LHOKSEUMAWE,GD112200146,KUM037-00,DS IE TARIK 2,5.057853,97.04118,50,,,,,
11220 - LHOKSEUMAWE,GD112200148,KUM038-00,DS. COT MEURBO III,5.057174,97.040812,25,,,,,
11220 - LHOKSEUMAWE,GD112200132,KUM039-00,DS. IE TAREK,5.042273,97.043648,50,,,,,
11220 - LHOKSEUMAWE,GD112200134,KUM040-00,BABAH LUENG,5.135611,97.068332,50,,,,,
11220 - LHOKSEUMAWE,GD112200136,KUM041-00,MULING,5.138058,97.065077,50,,,,,
11220 - LHOKSEUMAWE,GD112200125,KUM042-00,MEUNASAH MEURIA,5.139355,97.063428,100,,,,,
11220 - LHOKSEUMAWE,GD112200126,KUM043-00,DS. LANGKUTA,5.140555,97.061419,50,,,,,
11220 - LHOKSEUMAWE,GD112200127,KUM044-00,KD.CEMPEDAK,5.140805,97.06093,25,,,,,
11220 - LHOKSEUMAWE,GD112200128,KUM045-00,DS. CEMPEDAK,5.14131,97.059152,100,,,,,
11220 - LHOKSEUMAWE,GD112200130,KUM046-00,DS.BUKET I,5.144543,97.055862,25,,,,,
11220 - LHOKSEUMAWE,GD112200139,KUM048-00,DS.LHOK I CM,5.145883,97.055112,100,,,,,
11220 - LHOKSEUMAWE,GD112200141,KUM049-00,DS BUKET II,5.14054,97.057926,50,,,,,
11220 - LHOKSEUMAWE,GD112200143,KUM050-00,TELKOMSEL BL. ARA,5.13277,97.050266,25,,,,,
11220 - LHOKSEUMAWE,GD112200145,KUM051-00,COT RHEU,5.133484,97.047897,50,,,,,
11220 - LHOKSEUMAWE,GD112200147,KUM052-00,LHOK JOK ,5.122952,97.044666,50,,,,,
11220 - LHOKSEUMAWE,GD112200149,KUM053-00,PANTE BAHAGIA,5.108216,97.034856,50,,,,,
11220 - LHOKSEUMAWE,GD112200150,KUM054-00,CEMPEDAK,5.100037,97.028907,50,,,,,
11220 - LHOKSEUMAWE,GD112200447,KUM055-00,TERNAK AYAM GUHA UKEE,5.079717,97.03137,50,,,,,
11220 - LHOKSEUMAWE,GD112200445,KUM056-00,JL ALUE LIM,5.064852,97.023791,50,,,,,
11220 - LHOKSEUMAWE,GD112200425,KUM057-00,BLOK 5,5.060385,97.018811,50,,,,,
11220 - LHOKSEUMAWE,GD112200427,KUM058-00,KEUDE KRUENG II,5.056261,97.016103,50,,,,,
11220 - LHOKSEUMAWE,GD112200586,KUM059-00,DS. BLOK 5 - 2 ALUE SAGOWENG,5.046505,97.014575,50,,,,,
11220 - LHOKSEUMAWE,GD112200587,KUM060-00,DS. BLOK 7 UJUNG,5.042244,97.01328,50,,,,,
11220 - LHOKSEUMAWE,GD112200588,KUM061-00,DS. BEUVAK,5.055613,97.009299,50,,,,,
11220 - LHOKSEUMAWE,GD112200589,KUM062-00,DS. SIDOMULYO,5.08157,97.007642,50,,,,,
11220 - LHOKSEUMAWE,GD112200590,KUM063-00,DS. ALUE MBANG TIMU,5.055914,96.997032,25,,,,,
11220 - LHOKSEUMAWE,GD112200591,KUM064-00,DS. PASAR MINGGU SIDO MULYO,5.033272,96.994899,100,,,,,
11220 - LHOKSEUMAWE,GD112200592,KUM065-00,DS. SIMPANG 3 PSR MINGGU,5.028134,97.011403,50,,,,,
11220 - LHOKSEUMAWE,GD112200593,KUM066-00,DS. KILANG,5.021374,96.982747,50,,,,,
11220 - LHOKSEUMAWE,GD112200596,KUM067-00,DS.BLANG ADOE,5.125147,97.098781,50,,,,,
11220 - LHOKSEUMAWE,GD112200597,KUM068-00,DS. MNS KRG INONG 2,5.120124,97.09321,50,,,,,
11220 - LHOKSEUMAWE,GD112200598,KUM069-00,DS. MNS BAYU ,5.114919,97.080799,100,,,,,
11220 - LHOKSEUMAWE,GD112200685,KUM070-00,PERUMAHAN PKS DS GUHA ULHEU,5.132715,97.092627,50,,,,,
11220 - LHOKSEUMAWE,GD112200730,KUM071-00, PABRIK KELAPA SAWIT (PKS) GUHA ULHEU ,5.132815,97.090788,800,,,,,
11220 - LHOKSEUMAWE,GD112200595,KUM072-00,DS. KEURESEUEK ,5.152366,97.065452,50,,,,,
11220 - LHOKSEUMAWE,GD112200594,KUM073-00,DS. KRUENG SEUNONG (KDG AYAM),5.147107,97.080723,50,,,,,
11220 - LHOKSEUMAWE,GD112200649,KUM074-00,PULO IBOH,5.149039,97.072889,100,,,,,
11220 - LHOKSEUMAWE,GD112200650,KUM075-00,DS.LANGKUTA,5.13983,97.054619,25,,,,,
11220 - LHOKSEUMAWE,GD112200651,KUM076-00,GOHA ULEE,5.130046,97.097395,250,,,,,
11220 - LHOKSEUMAWE,GD112200652,KUM077-00,GAMPONG GOHA ULEE,5.133269,97.08841,50,,,,,
11220 - LHOKSEUMAWE,GD112200656,KUM078-00,BLG RIEK,5.106962,97.094158,50,,,,,
11220 - LHOKSEUMAWE,GD112200206,MDA001-00,SP.CUNDA,5.173008,97.131231,200,,,,,
11220 - LHOKSEUMAWE,GD112200207,MDA002-00,SAWANG KEPULA,5.169852,97.133208,200,,,,,
11220 - LHOKSEUMAWE,GD112200208,MDA003-00,LIDO GRAHA,5.168879,97.134163,160,,,,,
11220 - LHOKSEUMAWE,GD112200151,MDA004-00,MNS. BLANG,5.160668,97.13801,160,,,,,
11220 - LHOKSEUMAWE,GD112200152,MDA005-00,SP.KANDANG,5.15733,97.139222,250,,,,,
11220 - LHOKSEUMAWE,GD112200153,MDA006-00,KANDANG KD.DUA,5.144824,97.144093,160,,,,,
11220 - LHOKSEUMAWE,GD112200209,MDA007-00,DEPAN SELAT MALAKA,5.174885,97.128276,250,,,,,
11220 - LHOKSEUMAWE,GD112200210,MDA008-00,SERBA GUNA MOI,5.169263,97.132275,100,,,,,
11220 - LHOKSEUMAWE,GD112200211,MDA009-00,JL.REL HAJI NAFI,5.177626,97.124074,160,,,,,
11220 - LHOKSEUMAWE,GD112200212,MDA010-00,SIMPANG BULOH,5.176247,97.126742,200,,,,,
11220 - LHOKSEUMAWE,GD112200021,MDA011-00,PRH. PANGGOI BARU,5.183299,97.11831,200,,,,,
11220 - LHOKSEUMAWE,GD112200022,MDA012-00,PRH. PANGGOI LAMA,5.186044,97.117812,200,,,,,
11220 - LHOKSEUMAWE,GD112200023,MDA013-00,PANGGOI 1,5.186302,97.120467,200,,,,,
11220 - LHOKSEUMAWE,GD112200016,MDA014-00,GUDANG PUSRI       ,5.197919,97.113252,200,,,,,
11220 - LHOKSEUMAWE,GD112200154,MDA018-00,BLANG CRUM KDG (TELKOMSEL),5.140004,97.146778,50,,,,,
11220 - LHOKSEUMAWE,GD112200024,MDA020-00,TELKOMSEL BTN PANGGOI,5.183028,97.117958,100,,,,,
11220 - LHOKSEUMAWE,GD112200155,MDA021-00,PR.ST.CHILDREN MN MANYANG,5.146786,97.143184,100,,,,,
11220 - LHOKSEUMAWE,GD112200200,MDA022-00,PR.BRR BLANG CRUM (SP. POSKA),5.13765,97.141926,50,,,,,
11220 - LHOKSEUMAWE,GD112200213,MDA024-00,TP. DALAM,5.180275,97.11956,160,,,,,
11220 - LHOKSEUMAWE,GD112200214,MDA025-00,PALOH PINENG,5.177975,97.117356,100,,,,,
11220 - LHOKSEUMAWE,GD112200019,MDA026-00,PANGGOI ,5.192494,97.116635,160,,,,,
11220 - LHOKSEUMAWE,GD112200215,MDA027-00,PAYA LHOK,5.17171,97.119649,50,,,,,
11220 - LHOKSEUMAWE,GD112200049,MDA028-00,JL.REL COT SABONG,5.171558,97.128251,160,,,,,
11220 - LHOKSEUMAWE,GD112200050,MDA029-00,JL. REL K API KOMPI,5.17498,97.127559,50,,,,,
11220 - LHOKSEUMAWE,GD112200051,MDA030-00,LHOK MON PUTEH,5.161197,97.120426,100,,,,,
11220 - LHOKSEUMAWE,GD112200052,MDA031-00,PAYA PUNTUET I ,5.169509,97.11301,100,,,,,
11220 - LHOKSEUMAWE,GD112200156,MDA032-00,BLANG CRUM KANDANG,5.142509,97.145566,100,,,,,
11220 - LHOKSEUMAWE,GD112200053,MDA034-00,CUNDA PLAZA,5.175037,97.132081,100,,,,,
11220 - LHOKSEUMAWE,GD112200223,MDA035-00, PERUMNAS ABRI KDG ,5.140945,97.124504,100,,,,,
11220 - LHOKSEUMAWE,GD112200054,MDA036-00,UTUEN KOT CUNDA,5.165294,97.131706,100,,,,,
11220 - LHOKSEUMAWE,GD112200055,MDA037-00,PAYA PUNTUET II,5.173828,97.119708,50,,,,,
11220 - LHOKSEUMAWE,GD112200157,MDA038-00,BL.CRUM KANDANG,5.14943,97.142631,100,,,,,
11220 - LHOKSEUMAWE,GD112200158,MDA039-00,KAMPUS STAIN BKT RATA 2,5.173635,97.123281,100,,,,,
11220 - LHOKSEUMAWE,GD112200056,MDA040-00,PESANTREN/ U.KOT CUNDA,5.166162,97.1284,250,,,,,
11220 - LHOKSEUMAWE,GD112200444,MDA041-00,DUNIA MOTOR,5.165201,97.136094,100,,,,,
11220 - LHOKSEUMAWE,GD112200224,MDA042-00," PT. KUTA LSM GAS, COT GIREK KNDG ",5.133538,97.122295,160,,,,,
11220 - LHOKSEUMAWE,GD112200159,MDA043-00,COT GIREK  KDG,5.158985,97.120297,50,,,,,
11220 - LHOKSEUMAWE,GD112200160,MDA046-00,RRI DS.MNS B KDG,5.152287,97.134189,100,,,,,
11220 - LHOKSEUMAWE,GD112200025,MDA047-00,POLRES CUNDA,5.179703,97.123074,160,,,,,
11220 - LHOKSEUMAWE,GD112200084,MDA049-00,DS.PAYA BILI I,5.180652,97.104993,50,,,,,
11220 - LHOKSEUMAWE,GD112200085,MDA050-00,DS.PAYA BILI II,5.184784,97.102396,50,,,,,
11220 - LHOKSEUMAWE,GD112200161,MDA051-00,KANTOR BLK KANDANG,5.154587,97.137186,100,,,,,
11220 - LHOKSEUMAWE,GD112200057,MDA053-00,PRH.BKT COT SABONG,5.171517,97.123743,100,,,,,
11220 - LHOKSEUMAWE,GD112200162,MDA056-00,PRH.MUTIARA INDAH,5.134358,97.150561,200,,,,,
11220 - LHOKSEUMAWE,GD112200058,MDA057-00,JL.BL ARA/P.PUNTEUT,5.174032,97.117154,100,,,,,
11220 - LHOKSEUMAWE,GD112200198,MDA061-00,PR. TSUNAMI MNS DAYAH,5.122433,97.133844,50,,,,,
11220 - LHOKSEUMAWE,GD112200163,MDA062-00,RRI MNS BLANG,5.155632,97.132934,100,,,,,
11220 - LHOKSEUMAWE,GD112200059,MDA063-00,DEPAN AKLI CUNDA,5.171298,97.132006,50,,,,,
11220 - LHOKSEUMAWE,GD112200164,MDA064-00,KTR.PT.PLN (PERSERO),5.169176,97.135215,200,,,,,
11220 - LHOKSEUMAWE,GD112200017,MDA065-00,SEKOLAH SUKMA,5.1964,97.114238,160,,,,,
11220 - LHOKSEUMAWE,GD112200026,MDA066-00,SERAMBI,5.181693,97.122228,200,,,,,
11220 - LHOKSEUMAWE,GD112200027,MDA068-00,PT. HUTCHISON PANGGOI,5.184988,97.120527,100,,,,,
11220 - LHOKSEUMAWE,GD112200060,MDA069-00,STIE MUSLIM CUNDA,5.175204,97.127904,50,,,,,
11220 - LHOKSEUMAWE,GD112200061,MDA070-00,DEPAN KTR CAMAT MD,5.174711,97.12519,160,,,,,
11220 - LHOKSEUMAWE,GD112200165,MDA071-00,PERUMAHAN ALUE AWE,5.131495,97.150183,100,,,,,
11220 - LHOKSEUMAWE,GD112200028,MDA072-00,PT. SAMPOERNA,5.185797,97.120902,160,,,,,
11220 - LHOKSEUMAWE,GD112200166,MDA073-00,PT.HUTCHISON MNS MEE,5.157014,97.139316,25,,,,,
